#{"t_start": 1675867580.840618, "env_id": null}
r,l,t
-70.03949,28,0.478829
-76.64857,32,0.591165
-72.14335,38,0.732543
-59.945026,46,0.946071
-53.190002,54,1.158854
-55.005272,56,1.21025
-71.9013,36,1.400469
-66.63893,65,1.431175
-51.813564,65,1.431175
-45.195717,67,1.493556
-46.63934,69,1.54221
-48.35647,69,1.54221
-37.251873,73,1.653359
-28.683256,73,1.653359
-74.89037,35,1.855084
-35.194164,82,1.885231
-56.19089,85,1.982447
-27.689436,85,1.982558
-65.444984,39,2.21153
-69.51423,40,2.305274
-86.69429,31,2.305274
-61.1456,34,2.365764
-38.16324,66,2.365764
-79.733086,26,2.394392
-46.665585,67,2.555888
-60.474983,44,2.798293
-41.409294,50,2.981204
-81.750946,46,3.235276
-53.38127,49,3.419403
-60.081165,44,3.623692
-67.576416,42,3.623692
-45.44414,68,3.66957
