#{"t_start": 1679397941.9942093, "env_id": null}
r,l,t
-75.97309,31,1.075625
-59.005985,38,1.40416
-70.93347,39,1.43861
-77.7416,43,1.643494
-60.135025,45,1.756577
-80.35282,45,1.757575
-68.97847,47,1.859891
-53.62261,47,1.859891
-66.118065,49,1.947728
-86.33026,49,1.947728
-32.33396,49,1.947728
-73.850525,65,2.661383
-25.406918,72,2.907091
-26.23393,73,2.938843
-79.312744,29,3.036798
-59.001507,46,3.064614
-67.06078,44,3.266201
-17.833685,84,3.304099
-49.688164,84,3.304099
-72.17398,36,3.343764
-63.654835,46,3.470752
-68.00954,42,3.470752
-55.935196,41,3.502642
-65.5894,48,3.597225
-55.779037,33,3.77721
-81.73476,24,3.847121
-35.567673,56,3.881029
-71.79518,38,4.194146
-77.59008,24,4.303904
-42.974983,79,4.428123
-50.49227,36,4.525846
-42.519096,74,4.618808
-55.454865,51,4.78693
-62.390053,43,4.937568
-49.779926,49,4.937568
-64.04956,49,5.000399
-76.08037,28,5.14064
-42.00173,69,5.281794
-42.044292,66,5.539195
-39.23715,65,5.797918
-67.599205,59,5.839406
-60.040733,56,6.535483
-23.982307,99,7.292613
-48.90478,54,7.449128
-41.40986,65,7.82953
-42.742294,97,7.911875
-50.07643,69,8.057992
-38.242264,70,8.216929
3.179285,109,8.377572
-30.915968,80,8.477119
-51.143566,59,8.546096
-43.55463,87,8.618255
-21.936972,94,8.66998
-37.659164,58,8.953478
-26.848215,88,10.144036
-48.623943,71,10.173956
-59.06142,54,10.554945
-40.26525,61,10.936557
-27.297924,91,11.331722
-39.094803,64,11.365783
-24.67218,87,11.494716
23.904402,173,11.530976
-16.17118,145,11.569879
-57.186646,45,11.699049
-33.172634,96,11.7594
-32.222977,101,12.057824
-6.3532557,108,12.631228
-27.068686,128,12.66713
-11.469663,114,12.765132
-51.781025,45,13.063452
-4.936448,126,13.108337
-53.899014,65,13.136256
-64.88735,49,13.136256
-39.724735,94,13.400315
-7.897916,133,13.481679
-65.19539,51,13.515383
-56.85012,60,13.595793
-32.69477,91,13.707808
-42.26598,76,14.074394
-43.846497,58,14.259085
-61.366623,44,14.416821
-65.933136,43,14.416821
-131.38525,89,15.200363
-69.19381,47,15.237561
-77.96338,26,15.572489
-59.78096,48,15.573486
-52.569637,63,15.962982
-45.654053,56,16.080769
-70.90898,39,16.157753
-77.697174,49,16.273564
-49.018394,61,16.338661
-42.52263,77,16.421232
-68.67572,54,16.660987
-52.73759,92,16.707396
10.621705,135,16.748323
-49.99425,77,16.93306
-31.518688,73,17.027297
-27.60488,89,17.027297
-81.03503,32,17.565702
-72.456406,39,17.799237
-63.428814,59,17.799237
-59.07764,51,17.839222
-67.93427,43,17.839222
-51.888954,60,17.891069
-76.141266,33,17.937599
-48.30708,55,18.025454
-67.444534,43,18.187345
-60.084118,35,18.235108
-66.16829,48,18.470809
-70.0257,35,18.556761
-65.25996,39,18.701062
-52.240334,47,18.735303
-81.832405,26,18.844253
-61.08053,53,18.975284
-77.81407,29,19.044986
-80.78191,26,19.187004
-76.06979,29,19.264051
-59.631664,44,19.3
-55.81464,38,19.343397
-64.83408,43,19.476448
-49.187077,63,19.476448
-59.801632,51,19.719831
-51.890625,49,19.817639
-77.80309,32,19.846534
-87.38599,42,19.948775
-81.44353,29,20.057122
-44.22181,64,20.190243
-76.91042,31,20.256108
-100.071724,33,20.395065
-81.64941,28,20.424069
-56.678596,48,20.492655
-55.411007,56,20.492655
-86.11397,42,20.722679
-67.184814,37,20.722679
-52.170334,54,20.829456
-72.71245,39,21.032467
-43.076416,68,21.033464
-73.56786,35,21.12472
-54.21198,54,21.159626
-56.272892,50,21.711426
-69.198906,45,21.741346
-83.78319,45,21.890438
-48.31059,64,21.94928
-42.51058,63,21.94928
-91.010376,26,21.983703
-77.48968,40,22.03867
-70.06905,60,22.171361
-65.99368,46,22.331961
-58.54746,44,22.459564
-77.72823,53,22.459564
-53.163597,60,22.459564
-51.837784,62,22.518374
-40.642845,46,22.518374
-46.78751,65,22.563378
-56.94528,51,22.832567
-75.03996,35,23.198667
-70.523254,41,23.359421
