#{"t_start": 1685023614.7574737, "env_id": null}
r,l,t
-73.9053,37,0.733268
-76.86821,39,0.793795
-63.84353,48,1.053013
-61.16964,51,1.145795
-62.338943,55,1.246356
-50.814335,58,1.349571
-46.176582,66,1.586341
-26.383003,78,1.925747
-14.023573,80,1.985227
-37.106823,86,2.145405
-29.26399,86,2.145405
-32.558716,89,2.226422
-24.926859,92,2.320418
-3.4279237,93,2.357438
-1.441011,95,2.408488
-21.625734,97,2.468327
-55.899673,52,2.558818
-52.805645,51,2.730325
-33.62552,66,3.033937
-55.52881,55,3.155993
-29.539661,85,3.2451
-66.515854,45,3.278687
-54.568176,40,3.31124
-57.60465,35,3.337133
-66.64666,35,3.46938
-15.225016,79,3.630242
-36.906544,59,3.630242
-15.779249,101,3.68032
-69.9534,52,3.765778
-77.6014,31,4.105917
-43.116745,59,4.172263
-59.315662,61,4.172263
-33.06275,69,4.210423
-48.03285,57,4.279235
-76.22829,38,4.447251
-73.86353,34,4.562937
-61.54507,49,4.84693
-45.14146,51,4.864602
-52.099865,55,5.045285
-81.2224,26,5.080292
-60.397343,35,5.179356
-72.42984,42,5.466768
-32.732357,64,5.630891
-61.04508,65,5.630891
-76.779015,29,5.693397
-74.63934,33,5.843774
-40.955524,73,5.979169
-17.427753,99,6.029663
-35.31888,71,6.307761
-18.411661,89,6.33646
-61.698307,43,6.33646
-42.41813,66,6.395083
-75.131226,32,6.395083
32.51506,130,6.630341
-45.307957,71,6.664252
-45.355064,56,6.680967
-34.16688,60,6.945567
-42.622902,48,7.029077
-55.543633,47,7.046785
-63.036457,29,7.162495
-47.897324,49,7.246618
-73.5707,35,7.330536
-14.105996,116,7.679838
-71.9702,37,7.780995
-39.92088,72,7.780995
-41.005024,71,8.098073
-40.279377,60,8.182581
-72.33715,35,8.234253
-42.33104,72,8.488754
-52.143085,51,8.565403
-35.623913,65,8.631469
-28.80914,75,8.631469
-76.25275,49,8.793396
-61.249123,54,8.865791
-10.643886,109,9.231543
-41.866333,60,9.432108
-64.17556,33,9.432108
-57.55099,31,9.465837
-71.60047,32,9.556197
