#{"t_start": 1680068921.6028087, "env_id": null}
r,l,t
-76.91309,31,1.186757
-68.78634,33,1.271129
-55.73002,37,1.445194
-68.99517,39,1.562868
-64.73047,47,2.165349
-55.91201,52,2.523411
-66.62295,60,2.962981
-53.820736,62,3.1108
-57.891815,62,3.1108
-26.463844,63,3.160274
-51.796856,64,3.224473
-54.78173,66,3.337092
-76.28657,68,3.437687
-33.699413,74,3.803781
-65.11979,45,3.911911
-54.661964,40,3.968207
-75.12249,35,4.289213
-68.01416,40,4.809059
-93.52213,36,5.042966
-41.620857,58,5.086101
-55.45773,41,5.396493
-21.335812,104,5.450661
-61.554016,40,5.672627
-49.763138,49,5.842658
-1.8784677,114,6.071888
-61.847267,51,6.128152
-52.88953,84,6.27403
-53.35197,54,6.466496
-60.17202,51,6.797583
-45.750553,65,7.025264
-60.72456,52,7.39977
-51.558517,64,7.870971
-23.95085,68,8.071374
-83.26817,31,8.398388
-48.0142,55,8.54384
-71.01847,38,8.594412
-70.10258,49,8.664881
-63.68325,43,8.756784
-69.53486,36,8.894004
-35.067917,68,9.231049
-61.35363,60,9.604403
-43.2974,55,9.611425
-42.698444,69,10.314501
-56.033905,52,10.398762
-67.35477,50,11.493003
-64.7741,46,11.612373
-88.75372,30,11.832103
-82.91989,24,12.041115
-77.49015,34,12.248604
-43.92925,65,12.248604
-82.488075,24,12.33491
-59.647213,47,12.33491
-53.752003,56,12.908137
-56.23858,54,13.185075
-55.255287,58,13.526895
-67.057365,54,13.798055
-80.399185,39,13.798055
-67.34698,40,13.917428
-2.90254,69,13.917428
-81.43552,30,13.954541
-76.55055,75,14.337747
-32.09504,68,14.608587
-75.63966,34,14.698867
-34.297478,85,15.239518
-58.82989,56,15.316535
-51.803764,63,15.689487
-48.95952,62,15.922815
-13.703336,71,16.267698
-62.681343,49,16.958171
-48.53332,63,17.104626
-51.05062,55,19.076949
-68.90581,41,19.241456
-90.86755,26,19.543721
-56.798237,58,19.543721
-74.75645,34,19.909442
-66.64935,68,20.04758
-16.016878,98,20.104647
-41.836212,82,20.502883
-28.106344,91,21.08866
-50.460526,63,21.528689
-24.052473,95,21.576798
-67.15326,41,21.663172
-80.89436,82,21.788561
-33.454067,68,21.828686
-10.679274,100,22.205509
-64.8723,51,22.779717
-11.242464,109,22.949812
-42.2494,81,23.098982
-73.00041,38,23.147132
-77.50961,37,23.336752
-71.948494,84,23.67867
-61.716736,52,23.864735
-76.74548,48,24.106084
9.0357065,131,24.190347
-75.86101,32,24.243583
-89.69832,26,24.683429
-37.956154,71,24.738601
-64.1361,41,24.787753
-81.8243,27,25.257909
-9.30883,144,25.471574
-14.294854,139,25.518719
-62.913788,46,25.754194
-19.583027,101,25.792313
1.7887925,137,25.874313
-79.83441,27,26.323905
-70.65066,38,26.323905
28.327251,137,26.667973
-61.07044,53,26.762769
-25.120516,75,27.034476
-29.302004,100,27.119741
-41.84259,72,27.279546
-9.281301,111,27.321677
-65.1883,48,27.321677
-70.28135,38,27.476156
76.07079,202,27.506249
-67.634796,44,27.64468
28.578196,132,27.64468
-16.011112,73,27.857064
-53.772015,48,28.083487
-34.93431,80,28.083487
-39.370407,75,28.179787
-74.23956,52,28.250005
-54.33442,47,28.464897
-69.822586,41,28.80589
-56.515465,54,28.987779
-76.91273,30,29.013861
-64.70501,44,29.063015
-50.631203,63,29.096117
-44.61628,75,29.155299
-48.922882,66,29.155299
-40.173073,61,29.336864
-66.56037,44,29.508978
-64.44051,43,29.667472
53.685604,136,29.825962
-1.7518933,89,29.825962
-76.304794,32,29.878852
-60.14731,66,29.906051
-70.62643,31,29.929121
-69.41934,41,30.277203
-64.79607,42,30.29927
85.224724,201,30.594233
-40.896885,67,30.651409
-51.937714,60,30.686518
-58.33953,49,30.717615
-24.416525,96,30.756737
-10.768237,117,30.787832
-62.690823,30,30.787832
-63.759567,46,31.15355
-56.216965,45,31.232796
-46.43017,62,31.284959
-78.89639,25,31.435425
-49.46108,44,31.654325
-77.48193,62,31.712506
-41.680466,66,31.779715
-93.476425,41,31.881029
-33.909756,96,31.908114
0.82881176,81,32.048187
-55.145885,59,32.077912
-60.12045,54,32.40894
-67.94627,38,32.40894
-61.98578,62,32.58187
-66.913055,47,32.610959
-22.471476,61,32.610959
-57.99033,54,32.747383
-78.30944,31,32.784499
-15.385546,74,32.918916
-48.54382,50,32.918916
-59.859764,44,33.120741
-82.52825,22,33.349452
-43.24904,55,33.471832
-32.11326,92,33.696756
-72.94029,51,33.771989
-38.88763,57,33.938506
-63.92223,49,34.11004
-47.21956,56,34.350666
-55.461235,52,34.469033
-44.28134,78,34.469033
-63.28044,47,34.51919
-38.18146,54,34.562323
-66.99779,44,34.562323
-56.012608,53,34.719243
-75.45786,32,34.849648
-18.44166,96,34.881747
-40.879765,46,35.010146
-76.21651,32,35.079362
-54.354435,48,35.173653
-80.09139,47,35.381855
-63.435337,44,35.588497
-24.488033,74,35.692821
-65.98933,44,35.916759
-53.732212,43,35.916759
-86.76661,17,35.916759
-64.03746,48,36.101332
-74.86691,33,36.101332
-56.635323,46,36.316181
-18.568045,102,36.401445
-53.862457,56,36.466647
-83.45401,20,36.538873
-19.488628,67,36.538873
-55.148956,59,36.695358
-29.410837,49,36.695358
-67.196045,55,36.73147
-59.883125,43,36.922351
-31.98885,77,36.922351
-53.489285,43,37.008618
-62.727127,42,37.181154
5.046132,94,37.440658
-42.60902,47,37.466738
-64.3621,34,37.902977
-52.578087,51,38.063474
-47.089447,61,38.088551
-65.31389,46,38.140713
-77.48064,29,38.217953
-17.906477,82,38.363405
-31.812696,64,38.421832
-54.574413,60,38.507097
-22.298836,74,38.531173
-29.95159,76,38.583334
-26.210526,79,38.622454
-24.192081,72,38.622454
-16.575985,100,38.696685
-5.8684506,97,38.977291
-62.53696,42,39.026483
-83.693756,34,39.059546
-78.33009,27,39.333395
-36.118725,50,39.416654
-78.17425,27,39.459788
-7.970524,78,39.595843
-32.708797,88,39.596845
-66.03383,44,39.66907
-55.63761,38,39.66907
-40.917828,56,39.837627
-42.875523,69,40.062777
-83.12127,21,40.205219
-40.31502,63,40.460009
-40.056732,51,40.490103
-53.798584,39,40.551495
-68.37907,34,40.578578
-52.071445,37,40.730049
-64.08324,41,40.847447
-80.48084,26,40.954746
-33.495056,88,41.134547
-23.123653,94,41.134547
-16.97799,79,41.34821
-78.75089,29,41.372286
-45.310898,83,41.431468
-68.86329,34,41.747602
-54.29169,53,41.979321
-11.556984,91,42.006406
-33.587864,54,42.164383
-65.484795,40,42.193472
-135.51733,82,42.299803
-48.573368,68,42.299803
3.791342,137,42.359989
-82.40784,24,42.385066
-2.3857973,95,42.443249
23.653133,108,42.488388
-55.71072,46,42.596725
-57.372147,44,42.596725
-23.279964,63,42.629828
-83.98406,27,42.72699
-23.51114,83,42.731004
-28.732836,61,42.757083
-76.6975,26,42.886485
-77.805275,27,43.026319
-84.093704,22,43.081456
-68.243835,36,43.363305
-65.666595,40,43.443287
-59.64931,48,43.608547
-50.11539,61,43.641651
-67.21836,34,43.693871
-52.339054,40,43.693871
-58.045174,51,43.833479
-64.063705,34,44.045069
-23.773424,99,44.045069
-59.657207,48,44.09101
-42.664585,71,44.141817
-78.063515,28,44.281965
-62.445187,34,44.381274
-78.88129,27,44.546474
-57.71514,56,44.546474
-66.469505,38,45.010437
-20.494568,72,45.172941
-65.755844,37,45.211061
